"(3, 432)","(9, 144)","(18, 72)","(36, 36)"
1.0,0.002136168220974724,6.223908092929446e-06,1.2458310815568975e-05
0.002136168220974724,1.0,0.0016162253675097104,0.008330468166672284
6.223908092929446e-06,0.0016162253675097104,1.0,0.3574797941879335
1.2458310815568975e-05,0.008330468166672284,0.3574797941879335,1.0
